Ensembl Gene ID	GO Term Accession	GO Term Name	GO Term Definition	GO Term Evidence Code	GO domain	Description	shared name
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000502	proteasome complex	A large multisubunit complex which catalyzes protein degradation, found in eukaryotes, archaea and some bacteria. In eukaryotes, this complex consists of the barrel shaped proteasome core complex and one or two associated proteins or complexes that act in regulating entry into or exit from the core. [GOC:rb, http://en.wikipedia.org/wiki/Proteasome]	IDA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]	IPI	molecular_function	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0032039	integrator complex	A protein complex that stably associates with the C-terminus of RNA polymerase II and mediates 3'-end processing of small nuclear RNAs generated by RNA polymerase II. [PMID:16239144]	IDA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0000724	double-strand break repair via homologous recombination	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IBA	cellular_component	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds. [GOC:bf, GOC:mah]	IBA	biological_process	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000127922						split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:HGNC:10845]	7979
ENSG00000100206	GO:0008094	DNA-dependent ATPase activity	Catalysis of the reaction: ATP + H2O = ADP + phosphate; this reaction requires the presence of single- or double-stranded DNA, and it drives another reaction. [EC:3.6.1.3, GOC:jl]	IEA	molecular_function	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	11144
ENSG00000100206	GO:0007131	reciprocal meiotic recombination	The cell cycle process in which double strand breaks are formed and repaired through a double Holliday junction intermediate. This results in the equal exchange of genetic material between non-sister chromatids in a pair of homologous chromosomes. These reciprocal recombinant products ensure the proper segregation of homologous chromosomes during meiosis I and create genetic diversity. [PMID:2087779]	IEA	biological_process	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	11144
ENSG00000100206	GO:0006281	DNA repair	The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway. [PMID:11563486]	IEA	biological_process	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	11144
ENSG00000100206	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IDA	cellular_component	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	11144
ENSG00000100206	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IEA	cellular_component	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	11144
ENSG00000100206	GO:0000166	nucleotide binding	Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose. [GOC:mah, ISBN:0198547684]	IEA	molecular_function	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	11144
ENSG00000100206	GO:0003677	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid). [GOC:dph, GOC:jl, GOC:tb, GOC:vw]	IEA	molecular_function	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	11144
ENSG00000100206	GO:0005524	ATP binding	Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. [ISBN:0198506732]	IEA	molecular_function	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	11144
ENSG00000100206	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]	IPI	molecular_function	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	11144
